timestamp,open,high,low,close,volume
2025-09-25 21:30:00+00:00,953.87,954.66,948.23,950.8,6799.91
2025-09-25 21:45:00+00:00,950.79,954.65,949.09,953.01,2096.375
2025-09-25 22:00:00+00:00,953.01,956.74,950.1,956.69,3085.256
2025-09-25 22:15:00+00:00,956.68,957.98,952.7,953.21,2106.961
2025-09-25 22:30:00+00:00,953.2,956.32,952.19,952.41,2512.505
2025-09-25 22:45:00+00:00,952.41,952.41,945.16,945.52,9550.775
2025-09-25 23:00:00+00:00,945.52,951.47,944.19,947.37,5209.752
2025-09-25 23:15:00+00:00,947.38,948.3,943.47,946.59,5787.887
2025-09-25 23:30:00+00:00,946.6,946.6,939.55,944.57,6652.911
2025-09-25 23:45:00+00:00,944.57,946.76,943.1,945.9,7852.092
2025-09-26 00:00:00+00:00,945.9,952.02,944.48,950.03,6888.893
2025-09-26 00:15:00+00:00,950.04,953.73,948.75,952.71,5172.263
2025-09-26 00:30:00+00:00,952.7,952.7,944.77,944.82,2756.307
2025-09-26 00:45:00+00:00,944.82,956.25,944.79,955.07,4676.522
2025-09-26 01:00:00+00:00,955.06,957.59,953.4,956.61,3435.017
2025-09-26 01:15:00+00:00,956.6,959.0,955.18,955.19,4168.04
2025-09-26 01:30:00+00:00,955.19,957.36,952.84,953.69,2304.73
2025-09-26 01:45:00+00:00,953.7,955.85,951.46,952.69,2966.948
2025-09-26 02:00:00+00:00,952.7,956.6,949.83,950.27,3418.745
2025-09-26 02:15:00+00:00,950.27,953.3,948.5,948.57,2810.855
2025-09-26 02:30:00+00:00,948.57,950.8,946.68,950.18,4357.273
2025-09-26 02:45:00+00:00,950.17,952.97,944.3,945.33,18361.474
2025-09-26 03:00:00+00:00,945.33,945.34,941.03,944.89,7008.782
2025-09-26 03:15:00+00:00,944.89,947.51,943.42,943.65,2656.446
2025-09-26 03:30:00+00:00,943.65,945.5,942.45,944.82,1884.765
2025-09-26 03:45:00+00:00,944.82,946.3,942.07,945.61,3322.875
2025-09-26 04:00:00+00:00,945.6,946.7,942.6,944.13,1728.242
2025-09-26 04:15:00+00:00,944.16,947.47,942.98,943.57,2657.064
2025-09-26 04:30:00+00:00,943.57,943.57,936.4,938.2,7466.381
2025-09-26 04:45:00+00:00,938.2,939.31,937.2,938.4,3063.393
2025-09-26 05:00:00+00:00,938.4,941.31,936.0,940.5,4635.792
2025-09-26 05:15:00+00:00,940.51,943.59,940.51,942.47,3436.554
2025-09-26 05:30:00+00:00,942.48,942.67,939.0,940.3,1983.598
2025-09-26 05:45:00+00:00,940.3,941.17,937.48,939.58,3816.162
2025-09-26 06:00:00+00:00,939.58,940.54,936.11,939.65,6126.719
2025-09-26 06:15:00+00:00,939.65,945.24,939.4,943.6,3498.53
2025-09-26 06:30:00+00:00,943.59,947.83,942.79,946.86,2320.72
2025-09-26 06:45:00+00:00,946.85,946.85,943.0,943.6,2766.174
2025-09-26 07:00:00+00:00,943.6,948.64,943.29,948.59,3437.932
2025-09-26 07:15:00+00:00,948.59,949.8,946.4,946.4,2743.004
2025-09-26 07:30:00+00:00,946.4,946.68,943.46,945.8,3110.664
2025-09-26 07:45:00+00:00,945.79,949.98,945.03,949.46,6241.363
2025-09-26 08:00:00+00:00,949.46,951.12,948.43,949.46,2816.129
2025-09-26 08:15:00+00:00,949.45,950.28,947.69,949.42,2505.125
2025-09-26 08:30:00+00:00,949.41,950.44,947.07,948.18,2240.723
2025-09-26 08:45:00+00:00,948.17,948.59,946.82,947.51,3292.425
2025-09-26 09:00:00+00:00,947.51,949.37,946.2,949.37,3686.149
2025-09-26 09:15:00+00:00,949.37,949.62,943.77,944.7,3523.456
2025-09-26 09:30:00+00:00,944.7,944.7,936.0,940.38,11152.592
2025-09-26 09:45:00+00:00,940.37,944.9,940.19,944.82,8696.66
2025-09-26 10:00:00+00:00,944.81,945.17,939.0,939.64,6223.591
2025-09-26 10:15:00+00:00,939.64,939.92,937.42,937.78,5240.515
2025-09-26 10:30:00+00:00,937.78,939.38,936.16,937.59,3754.088
2025-09-26 10:45:00+00:00,937.59,938.35,935.01,937.46,4263.069
2025-09-26 11:00:00+00:00,937.46,938.1,932.04,932.96,7962.971
2025-09-26 11:15:00+00:00,932.96,936.4,932.67,935.78,4045.666
2025-09-26 11:30:00+00:00,935.78,940.59,935.78,939.0,4326.883
2025-09-26 11:45:00+00:00,939.01,940.73,937.1,937.29,2647.22
2025-09-26 12:00:00+00:00,937.3,938.4,932.01,932.42,4829.915
2025-09-26 12:15:00+00:00,932.42,939.39,932.42,938.94,3483.023
2025-09-26 12:30:00+00:00,938.92,948.85,935.2,947.14,11510.575
2025-09-26 12:45:00+00:00,947.13,949.29,944.23,947.15,8611.996
2025-09-26 13:00:00+00:00,947.16,948.0,944.26,945.49,4286.917
2025-09-26 13:15:00+00:00,945.49,946.9,942.43,943.56,3709.562
2025-09-26 13:30:00+00:00,943.56,948.86,941.8,946.91,6461.271
2025-09-26 13:45:00+00:00,946.91,951.87,945.47,949.35,10944.431
2025-09-26 14:00:00+00:00,949.34,950.04,942.85,943.01,4632.285
2025-09-26 14:15:00+00:00,943.0,944.68,937.89,938.91,5181.504
2025-09-26 14:30:00+00:00,938.9,939.57,935.51,938.18,4061.204
2025-09-26 14:45:00+00:00,938.17,940.7,937.56,937.84,2670.735
2025-09-26 15:00:00+00:00,937.84,943.17,937.45,940.19,2691.35
2025-09-26 15:15:00+00:00,940.19,944.76,938.55,942.34,4701.907
2025-09-26 15:30:00+00:00,942.34,944.55,940.6,943.33,2412.6
2025-09-26 15:45:00+00:00,943.32,944.01,941.2,942.42,1822.577
2025-09-26 16:00:00+00:00,942.42,947.4,941.41,945.84,2642.297
2025-09-26 16:15:00+00:00,945.84,952.2,945.6,949.11,5690.834
2025-09-26 16:30:00+00:00,949.11,950.83,947.55,950.57,2046.832
2025-09-26 16:45:00+00:00,950.57,955.51,950.4,954.65,5228.397
2025-09-26 17:00:00+00:00,954.65,956.71,953.85,956.27,3636.018
2025-09-26 17:15:00+00:00,956.27,961.6,955.1,960.6,7775.029
2025-09-26 17:30:00+00:00,960.6,960.74,957.39,959.31,6517.926
2025-09-26 17:45:00+00:00,959.3,964.01,959.3,964.01,5455.538
2025-09-26 18:00:00+00:00,964.0,966.23,961.71,963.74,4740.044
2025-09-26 18:15:00+00:00,963.74,964.84,961.06,962.71,6550.549
2025-09-26 18:30:00+00:00,962.71,963.05,956.89,958.5,5446.554
2025-09-26 18:45:00+00:00,958.49,961.01,957.6,959.99,2289.709
2025-09-26 19:00:00+00:00,959.99,960.1,954.6,955.46,2595.968
2025-09-26 19:15:00+00:00,955.46,957.81,953.57,953.66,2224.771
2025-09-26 19:30:00+00:00,953.67,955.23,951.34,951.99,3512.834
2025-09-26 19:45:00+00:00,952.0,955.4,951.7,954.81,1036.541
2025-09-26 20:00:00+00:00,954.81,957.3,952.9,957.3,1258.435
2025-09-26 20:15:00+00:00,957.29,957.49,953.71,954.51,1552.026
2025-09-26 20:30:00+00:00,954.5,955.14,951.65,952.42,3328.189
2025-09-26 20:45:00+00:00,952.43,954.6,952.3,953.8,913.52
2025-09-26 21:00:00+00:00,953.79,955.36,951.52,955.36,1105.474
2025-09-26 21:15:00+00:00,955.37,955.5,952.64,954.58,1045.486
2025-09-26 21:30:00+00:00,954.57,956.25,953.0,953.84,1347.48
2025-09-26 21:45:00+00:00,953.85,956.5,953.59,956.4,871.421
2025-09-26 22:00:00+00:00,956.4,958.0,954.24,956.73,2151.986
2025-09-26 22:15:00+00:00,956.74,958.15,956.43,956.73,1327.551
2025-09-26 22:30:00+00:00,956.74,958.82,956.5,958.6,963.321
