timestamp,open,high,low,close,volume
2025-09-25 21:30:00+00:00,3895.81,3896.81,3881.66,3891.78,3593.6362
2025-09-25 21:45:00+00:00,3891.78,3910.84,3890.28,3904.88,2829.1295
2025-09-25 22:00:00+00:00,3904.88,3930.27,3897.65,3929.2,3836.0013
2025-09-25 22:15:00+00:00,3929.2,3937.2,3909.58,3910.46,4035.7668
2025-09-25 22:30:00+00:00,3910.46,3911.69,3896.75,3901.19,2772.0862
2025-09-25 22:45:00+00:00,3901.19,3901.19,3882.01,3893.34,3998.4189
2025-09-25 23:00:00+00:00,3893.34,3905.48,3887.06,3891.31,5719.5317
2025-09-25 23:15:00+00:00,3891.3,3895.97,3877.92,3891.3,4368.7384
2025-09-25 23:30:00+00:00,3891.3,3891.3,3850.0,3873.33,14789.0458
2025-09-25 23:45:00+00:00,3873.33,3874.36,3855.78,3874.36,6763.3016
2025-09-26 00:00:00+00:00,3874.35,3898.29,3874.35,3895.59,4943.0719
2025-09-26 00:15:00+00:00,3895.6,3913.2,3891.31,3903.39,14836.7096
2025-09-26 00:30:00+00:00,3903.37,3903.37,3874.17,3874.57,5376.8703
2025-09-26 00:45:00+00:00,3874.57,3938.46,3867.65,3931.52,16839.8715
2025-09-26 01:00:00+00:00,3931.52,3941.0,3920.69,3937.28,5863.8971
2025-09-26 01:15:00+00:00,3937.29,3944.48,3929.07,3929.19,5992.9168
2025-09-26 01:30:00+00:00,3929.18,3943.38,3926.89,3943.27,3478.7407
2025-09-26 01:45:00+00:00,3943.27,3957.44,3938.24,3948.65,5352.4795
2025-09-26 02:00:00+00:00,3948.65,3968.0,3941.83,3946.87,8255.2364
2025-09-26 02:15:00+00:00,3946.87,3960.8,3943.38,3945.99,4300.4046
2025-09-26 02:30:00+00:00,3945.99,3959.15,3942.0,3959.15,3550.5562
2025-09-26 02:45:00+00:00,3959.15,3971.09,3953.69,3958.78,4719.4482
2025-09-26 03:00:00+00:00,3958.78,3963.82,3946.6,3960.83,4262.0606
2025-09-26 03:15:00+00:00,3960.84,3968.02,3954.0,3955.74,3152.3247
2025-09-26 03:30:00+00:00,3955.74,3957.9,3944.51,3957.65,6462.2237
2025-09-26 03:45:00+00:00,3957.66,3969.14,3953.27,3965.32,2617.8134
2025-09-26 04:00:00+00:00,3965.33,3971.7,3958.94,3966.11,3047.4213
2025-09-26 04:15:00+00:00,3966.11,3976.98,3958.18,3962.22,3900.8891
2025-09-26 04:30:00+00:00,3962.22,3962.27,3939.17,3943.93,3819.7039
2025-09-26 04:45:00+00:00,3943.93,3950.0,3940.28,3945.88,2214.9994
2025-09-26 05:00:00+00:00,3945.88,3958.14,3943.59,3952.89,2846.5312
2025-09-26 05:15:00+00:00,3952.89,3963.34,3952.88,3957.37,2021.1634
2025-09-26 05:30:00+00:00,3957.37,3958.01,3944.19,3944.51,1917.1653
2025-09-26 05:45:00+00:00,3944.51,3947.44,3920.0,3921.2,9580.5049
2025-09-26 06:00:00+00:00,3921.2,3933.0,3910.21,3930.8,6925.3771
2025-09-26 06:15:00+00:00,3930.78,3948.54,3930.02,3940.58,3542.7705
2025-09-26 06:30:00+00:00,3940.57,3948.0,3933.93,3944.04,2616.4418
2025-09-26 06:45:00+00:00,3944.04,3944.23,3915.51,3921.14,6136.0687
2025-09-26 07:00:00+00:00,3921.14,3934.46,3918.93,3934.39,4402.4115
2025-09-26 07:15:00+00:00,3934.4,3947.88,3930.38,3930.78,4715.0414
2025-09-26 07:30:00+00:00,3930.78,3930.78,3906.15,3908.91,31035.392
2025-09-26 07:45:00+00:00,3908.9,3939.51,3906.09,3938.11,24623.0027
2025-09-26 08:00:00+00:00,3938.11,3942.16,3933.29,3937.49,5157.9428
2025-09-26 08:15:00+00:00,3937.49,3940.99,3925.31,3936.37,3180.8938
2025-09-26 08:30:00+00:00,3936.37,3943.23,3933.94,3939.52,3597.7134
2025-09-26 08:45:00+00:00,3939.52,3944.58,3932.64,3933.93,2481.0047
2025-09-26 09:00:00+00:00,3933.93,3939.67,3927.1,3936.23,2611.5251
2025-09-26 09:15:00+00:00,3936.22,3936.36,3925.04,3927.25,2737.9253
2025-09-26 09:30:00+00:00,3927.24,3930.05,3896.0,3905.86,7630.7586
2025-09-26 09:45:00+00:00,3905.86,3916.73,3903.24,3915.12,2696.6461
2025-09-26 10:00:00+00:00,3915.12,3916.27,3885.0,3886.97,6162.7312
2025-09-26 10:15:00+00:00,3886.98,3893.75,3878.59,3886.27,5890.7346
2025-09-26 10:30:00+00:00,3886.26,3895.55,3874.54,3888.0,4983.0895
2025-09-26 10:45:00+00:00,3888.0,3894.5,3878.21,3888.44,4201.251
2025-09-26 11:00:00+00:00,3888.43,3891.31,3873.0,3877.3,3702.5299
2025-09-26 11:15:00+00:00,3877.29,3893.33,3875.69,3890.68,3396.8961
2025-09-26 11:30:00+00:00,3890.69,3915.28,3890.68,3909.97,4136.0197
2025-09-26 11:45:00+00:00,3909.96,3916.46,3905.0,3906.0,2218.2631
2025-09-26 12:00:00+00:00,3906.0,3906.0,3880.46,3880.46,3025.5539
2025-09-26 12:15:00+00:00,3880.47,3906.27,3875.71,3903.33,4151.4672
2025-09-26 12:30:00+00:00,3903.33,3964.88,3886.0,3949.11,37387.4493
2025-09-26 12:45:00+00:00,3949.1,3952.02,3926.68,3937.23,7637.4469
2025-09-26 13:00:00+00:00,3937.24,3940.35,3924.22,3928.43,4577.524
2025-09-26 13:15:00+00:00,3928.43,3930.87,3909.44,3915.45,6172.1546
2025-09-26 13:30:00+00:00,3915.46,3945.27,3906.6,3939.48,10064.6954
2025-09-26 13:45:00+00:00,3939.48,3985.41,3933.0,3971.14,19618.9069
2025-09-26 14:00:00+00:00,3971.14,3978.49,3945.0,3946.73,7887.6979
2025-09-26 14:15:00+00:00,3946.73,3957.46,3926.88,3940.68,6947.361
2025-09-26 14:30:00+00:00,3940.69,3948.0,3922.08,3941.29,12561.4421
2025-09-26 14:45:00+00:00,3941.29,3946.35,3924.7,3930.92,4516.1415
2025-09-26 15:00:00+00:00,3930.92,3955.29,3928.57,3938.42,4458.5462
2025-09-26 15:15:00+00:00,3938.42,3962.23,3934.5,3960.37,4435.0676
2025-09-26 15:30:00+00:00,3960.37,3961.98,3947.9,3951.83,2989.616
2025-09-26 15:45:00+00:00,3951.84,3955.0,3941.9,3946.0,3111.0669
2025-09-26 16:00:00+00:00,3945.98,3972.62,3942.94,3964.4,5459.2018
2025-09-26 16:15:00+00:00,3964.39,3994.96,3962.72,3981.62,13522.3021
2025-09-26 16:30:00+00:00,3981.61,3984.29,3971.5,3982.09,3979.6932
2025-09-26 16:45:00+00:00,3982.08,3993.5,3981.18,3990.81,4507.0063
2025-09-26 17:00:00+00:00,3990.81,3999.34,3977.76,3997.29,6139.3124
2025-09-26 17:15:00+00:00,3997.29,4030.22,3990.79,4025.82,13662.0397
2025-09-26 17:30:00+00:00,4025.83,4034.6,4016.3,4026.71,9538.4916
2025-09-26 17:45:00+00:00,4026.7,4046.48,4026.07,4044.71,12075.7772
2025-09-26 18:00:00+00:00,4044.71,4058.57,4036.58,4050.58,12503.511
2025-09-26 18:15:00+00:00,4050.57,4068.3,4049.88,4054.4,9115.824
2025-09-26 18:30:00+00:00,4054.4,4058.28,4040.37,4042.51,6534.9177
2025-09-26 18:45:00+00:00,4042.52,4049.73,4037.27,4044.11,4149.0646
2025-09-26 19:00:00+00:00,4044.11,4045.44,4029.19,4039.18,5395.5571
2025-09-26 19:15:00+00:00,4039.18,4045.7,4022.34,4022.74,4948.8596
2025-09-26 19:30:00+00:00,4022.74,4025.19,4007.76,4012.74,5786.6066
2025-09-26 19:45:00+00:00,4012.75,4028.43,4007.36,4024.07,3344.4945
2025-09-26 20:00:00+00:00,4024.08,4029.41,4011.6,4029.02,5633.5038
2025-09-26 20:15:00+00:00,4029.02,4029.89,4015.2,4018.28,2739.8973
2025-09-26 20:30:00+00:00,4018.28,4022.62,4008.94,4009.67,3209.7308
2025-09-26 20:45:00+00:00,4009.67,4015.22,4008.74,4009.83,1857.3644
2025-09-26 21:00:00+00:00,4009.82,4017.18,4005.0,4016.74,2301.0711
2025-09-26 21:15:00+00:00,4016.73,4019.64,4009.07,4019.56,1661.2471
2025-09-26 21:30:00+00:00,4019.56,4021.12,4012.29,4012.29,1612.8543
2025-09-26 21:45:00+00:00,4012.3,4025.16,4010.0,4023.34,2767.4656
2025-09-26 22:00:00+00:00,4023.34,4037.42,4019.4,4033.16,2488.0517
2025-09-26 22:15:00+00:00,4033.16,4039.56,4029.66,4030.19,2149.0976
2025-09-26 22:30:00+00:00,4030.18,4037.27,4029.66,4030.7,1820.3419
2025-09-26 22:45:00+00:00,4030.7,4035.77,4024.67,4026.24,1271.8975
2025-09-26 23:00:00+00:00,4026.24,4026.24,4017.54,4018.79,1424.8855
2025-09-26 23:15:00+00:00,4018.79,4024.5,4014.82,4023.68,1265.946
2025-09-26 23:30:00+00:00,4023.67,4034.76,4022.47,4033.19,2802.9328
2025-09-26 23:45:00+00:00,4033.19,4036.56,4030.56,4032.24,2364.5674
2025-09-27 00:00:00+00:00,4032.24,4032.24,4022.18,4022.95,3281.1146
2025-09-27 00:15:00+00:00,4022.95,4029.49,4021.06,4028.42,1739.6843
2025-09-27 00:30:00+00:00,4028.43,4032.44,4021.33,4022.16,2255.359
2025-09-27 00:45:00+00:00,4022.17,4027.78,4017.0,4027.19,1612.8643
2025-09-27 01:00:00+00:00,4027.2,4028.83,4017.81,4022.59,1342.3255
2025-09-27 01:15:00+00:00,4022.58,4025.04,4005.74,4014.98,2282.6689
2025-09-27 01:30:00+00:00,4014.98,4015.48,4008.36,4013.48,1925.3445
2025-09-27 01:45:00+00:00,4013.47,4018.84,4013.47,4018.29,1169.8528
2025-09-27 02:00:00+00:00,4018.28,4021.12,4014.41,4020.44,1357.2687
2025-09-27 02:15:00+00:00,4020.44,4023.01,4009.64,4012.56,2262.5183
2025-09-27 02:30:00+00:00,4012.57,4016.83,4009.62,4016.83,1231.4182
2025-09-27 02:45:00+00:00,4016.83,4018.45,4011.0,4012.74,1169.5151
2025-09-27 03:00:00+00:00,4012.74,4017.19,4010.41,4012.03,1188.7599
2025-09-27 03:15:00+00:00,4012.03,4024.87,4010.77,4023.41,1630.4596
2025-09-27 03:30:00+00:00,4023.4,4029.49,4020.87,4025.53,2331.9595
2025-09-27 03:45:00+00:00,4025.52,4027.64,4019.0,4019.41,1256.2077
2025-09-27 04:00:00+00:00,4019.4,4021.5,4014.99,4015.42,1544.4064
2025-09-27 04:15:00+00:00,4015.41,4026.86,4015.41,4026.67,1341.4169
2025-09-27 04:30:00+00:00,4026.68,4027.85,4021.5,4021.83,1589.3699
2025-09-27 04:45:00+00:00,4021.83,4023.68,4019.46,4022.01,733.5803
2025-09-27 05:00:00+00:00,4022.0,4022.0,4012.94,4014.04,1053.7325
2025-09-27 05:15:00+00:00,4014.03,4017.84,4012.02,4013.98,862.5383
2025-09-27 05:30:00+00:00,4013.97,4019.13,4012.31,4019.13,762.0513
2025-09-27 05:45:00+00:00,4019.13,4021.58,4018.52,4019.96,895.7337
2025-09-27 06:00:00+00:00,4019.96,4019.96,4014.57,4015.0,1104.0494
2025-09-27 06:15:00+00:00,4015.01,4016.09,4012.84,4014.41,684.1896
2025-09-27 06:30:00+00:00,4014.41,4016.75,4012.93,4016.18,852.1075
2025-09-27 06:45:00+00:00,4016.18,4020.18,4015.78,4019.0,1169.6988
2025-09-27 07:00:00+00:00,4019.01,4022.0,4018.52,4019.52,813.3041
2025-09-27 07:15:00+00:00,4019.53,4019.53,4013.21,4013.81,721.0704
2025-09-27 07:30:00+00:00,4013.8,4014.38,4008.73,4009.05,1290.0618
2025-09-27 07:45:00+00:00,4009.06,4011.21,4006.38,4007.93,1007.2004
2025-09-27 08:00:00+00:00,4007.92,4007.93,3984.24,3990.63,8825.947
2025-09-27 08:15:00+00:00,3990.63,3998.6,3988.2,3998.6,2488.3693
